db_name,full_path,age,gender,ageGrp
wiki_crop,12/100012_1948-07-03_2008.jpg,60,1,12
wiki_crop,02/10002702_1960-11-09_2012.jpg,52,0,4
wiki_crop,87/100087_1889-05-19_1940.jpg,51,1,3
wiki_crop,31/100131_1926-09-06_1986.jpg,60,1,12
wiki_crop,64/1001464_1953-12-29_2014.jpg,61,1,13
wiki_crop,88/10016688_1963-07-28_2009.jpg,46,0,0
wiki_crop,96/100196_1957-10-03_2010.jpg,53,1,5
wiki_crop,48/1002248_1960-05-14_2007.jpg,47,1,0
wiki_crop,87/1002787_1962-01-28_2009.jpg,47,1,0
wiki_crop,85/100285_1949-11-08_2007.jpg,58,0,10
wiki_crop,21/10028621_1956-10-10_2010.jpg,54,1,6
wiki_crop,71/1002871_1954-03-26_2007.jpg,53,1,5
wiki_crop,23/1002923_1954-09-10_2009.jpg,55,1,7
wiki_crop,80/1002980_1966-01-31_2012.jpg,46,1,0
wiki_crop,49/1003449_1920-08-10_1970.jpg,50,1,2
wiki_crop,84/100384_1967-04-27_2015.jpg,48,1,0
wiki_crop,87/100387_1969-10-11_2013.jpg,44,1,0
wiki_crop,59/1004059_1964-09-19_2010.jpg,46,0,0
wiki_crop,05/100405_1948-08-20_2010.jpg,62,1,13
wiki_crop,49/10049_1945-03-30_2008.jpg,63,1,13
wiki_crop,58/1005258_1960-01-10_2013.jpg,53,0,5
wiki_crop,91/100691_1941-07-30_2007.jpg,66,1,13
wiki_crop,92/100692_1954-12-28_2000.jpg,46,1,0
wiki_crop,71/10071_1961-04-03_2010.jpg,49,0,1
wiki_crop,36/1007636_1968-12-17_2012.jpg,44,1,0
wiki_crop,09/1007709_1922-04-15_1967.jpg,45,1,0
wiki_crop,64/1007764_1947-12-21_2007.jpg,60,1,12
wiki_crop,33/1008133_1956-12-17_2009.jpg,53,1,5
wiki_crop,83/1008283_1958-06-17_2009.jpg,51,1,3
wiki_crop,76/10088476_1956-11-10_2008.jpg,52,1,4
wiki_crop,74/20008074_1950-03-02_2011.jpg,61,1,13
wiki_crop,18/2001318_1960-01-05_2013.jpg,53,1,5
wiki_crop,40/2001740_1947-01-20_1993.jpg,46,1,0
wiki_crop,32/20032_1953-05-15_2006.jpg,53,1,5
wiki_crop,35/20033935_1957-12-14_2014.jpg,57,1,9
wiki_crop,57/200357_1881-09-05_1944.jpg,63,1,13
wiki_crop,85/200385_1885-11-30_1940.jpg,55,1,7
wiki_crop,03/20042203_1894-10-26_1944.jpg,50,1,2
wiki_crop,55/2004855_1961-05-26_2011.jpg,50,1,2
wiki_crop,28/20050128_1967-11-21_2010.jpg,43,1,0
wiki_crop,63/200563_1971-05-27_2014.jpg,43,1,0
wiki_crop,98/20065598_1919-10-26_1973.jpg,54,1,6
wiki_crop,09/20068709_1949-06-19_2011.jpg,62,1,13
wiki_crop,30/2006930_1962-07-07_2011.jpg,49,1,1
wiki_crop,14/2009614_1964-05-13_2008.jpg,44,1,0
wiki_crop,57/30007557_1962-06-25_2011.jpg,49,1,1
wiki_crop,35/30011835_1964-01-29_2010.jpg,46,1,0
wiki_crop,77/3001477_1944-09-27_2010.jpg,66,0,13
wiki_crop,12/30028612_1961-06-30_2008.jpg,47,1,0
wiki_crop,29/30029_1948-04-28_2012.jpg,64,1,13
wiki_crop,21/3003021_1956-12-23_2014.jpg,58,1,10
wiki_crop,43/3003343_1950-05-12_2011.jpg,61,0,13
wiki_crop,79/3003379_1966-11-10_2009.jpg,43,0,0
wiki_crop,47/30034447_1957-04-20_2011.jpg,54,1,6
wiki_crop,34/30034_1955-06-08_2014.jpg,59,1,11
wiki_crop,51/30045851_1958-01-09_2011.jpg,53,1,5
wiki_crop,50/3006850_1961-08-26_2011.jpg,50,1,2
wiki_crop,02/3006902_1954-10-30_2014.jpg,60,1,12
wiki_crop,99/300699_1944-12-22_2008.jpg,64,1,13
wiki_crop,77/3007277_1954-09-07_2013.jpg,59,1,11
wiki_crop,35/3007535_1938-06-08_2000.jpg,62,1,13
wiki_crop,19/3008319_1957-09-10_2014.jpg,57,0,9
