db_name,full_path,age,gender,ageGrp
wiki_crop,17/10000217_1981-05-05_2009.jpg,28,1,4
wiki_crop,16/10002116_1971-05-31_2012.jpg,41,0,13
wiki_crop,41/10003541_1937-09-27_1971.jpg,34,1,10
wiki_crop,99/10004299_1908-08-19_1950.jpg,42,1,13
wiki_crop,56/1000456_1933-06-12_1969.jpg,36,1,12
wiki_crop,47/10005947_1981-04-07_2006.jpg,25,0,1
wiki_crop,50/10006850_1973-08-17_2010.jpg,37,1,13
wiki_crop,31/1001231_1981-01-30_2014.jpg,33,1,9
wiki_crop,32/10012532_1983-03-30_2011.jpg,28,0,4
wiki_crop,19/1001319_1920-11-30_1950.jpg,30,0,6
wiki_crop,95/10014795_1968-10-11_2010.jpg,42,1,13
wiki_crop,79/10015679_1977-03-01_2007.jpg,30,1,6
wiki_crop,74/10016074_1987-07-27_2012.jpg,25,1,1
wiki_crop,25/10016225_1988-02-03_2012.jpg,24,1,0
wiki_crop,64/10017464_1973-08-03_2007.jpg,34,1,10
wiki_crop,54/10024854_1937-11-27_1960.jpg,23,1,0
wiki_crop,21/10026321_1984-05-17_2014.jpg,30,1,6
wiki_crop,62/10028362_1974-10-18_2007.jpg,33,1,9
wiki_crop,13/10030613_1980-06-23_2013.jpg,33,0,9
wiki_crop,43/1003243_1965-04-10_2007.jpg,42,1,13
wiki_crop,29/10034929_1976-07-29_2009.jpg,33,1,9
wiki_crop,48/1003948_1976-03-30_2006.jpg,30,0,6
wiki_crop,27/1004027_1979-05-25_2010.jpg,31,1,7
wiki_crop,78/1004078_1979-09-15_2007.jpg,28,1,4
wiki_crop,60/1004160_1970-06-16_2007.jpg,37,1,13
wiki_crop,29/1004429_1981-02-13_2007.jpg,26,1,2
wiki_crop,40/1004540_1975-08-25_2011.jpg,36,0,12
wiki_crop,56/10046756_1987-07-16_2014.jpg,27,0,3
wiki_crop,54/1004854_1937-12-29_1961.jpg,24,0,0
wiki_crop,11/10054011_1982-06-12_2009.jpg,27,1,3
wiki_crop,88/10058588_1970-06-02_2009.jpg,39,1,13
wiki_crop,27/1005927_1979-12-03_2006.jpg,27,1,3
wiki_crop,47/1005947_1968-04-18_2007.jpg,39,1,13
wiki_crop,03/10064003_1986-01-04_2009.jpg,23,0,0
