db_name,full_path,age,std,ageGrp
chalearn_15/Train,image_4797.jpg,21,4.026539,1
chalearn_15/Train,image_3532.jpg,21,5.26745,1
chalearn_15/Train,image_3720.jpg,28,3.5697419999999997,2
chalearn_15/Train,image_985.jpg,48,4.406435,5
chalearn_15/Train,image_963.jpg,17,3.4278269999999997,0
chalearn_15/Train,image_61.jpg,23,2.150779,1
chalearn_15/Train,image_1805.jpg,16,3.025098,0
chalearn_15/Train,image_1904.jpg,15,4.5132449999999995,0
chalearn_15/Train,image_2175.jpg,44,4.941895,4
chalearn_15/Train,image_1058.jpg,24,2.9732540000000003,1
chalearn_15/Train,image_2170.jpg,28,3.797042,2
chalearn_15/Train,image_3748.jpg,30,3.5933580000000003,3
chalearn_15/Train,image_4700.jpg,24,3.655133,1
chalearn_15/Train,image_2783.jpg,24,4.964765,1
chalearn_15/Train,image_4550.jpg,40,4.356183000000001,4
chalearn_15/Train,image_3428.jpg,18,2.818616,0
chalearn_15/Train,image_4684.jpg,28,5.030573,2
chalearn_15/Train,image_2051.jpg,26,4.118484,2
chalearn_15/Train,image_66.jpg,23,2.682774,1
chalearn_15/Train,image_3418.jpg,43,4.6518690000000005,4
chalearn_15/Train,image_4628.jpg,18,3.40196,0
chalearn_15/Train,image_252.jpg,29,3.426339,3
chalearn_15/Train,image_4386.jpg,14,1.09005,0
chalearn_15/Train,image_574.jpg,53,4.990964,5
chalearn_15/Train,image_2463.jpg,57,4.582143,5
chalearn_15/Train,image_2218.jpg,26,3.59786,2
chalearn_15/Train,image_4754.jpg,18,2.092534,0
chalearn_15/Train,image_530.jpg,54,3.645443,5
chalearn_15/Train,image_1656.jpg,24,3.395575,1
chalearn_15/Train,image_153.jpg,23,3.8252650000000004,1
chalearn_15/Train,image_4590.jpg,29,4.696937999999999,3
chalearn_15/Train,image_4969.jpg,34,4.720596,3
chalearn_15/Train,image_959.jpg,17,3.361811,0
chalearn_15/Train,image_4270.jpg,17,3.479464,0
